ㄹ,지역_소분류,매장명,테마명,장르,난이도,시간,오픈(리뉴얼),비고
충청,천안,플레이포인트랩 천안두정점,카마수트라,성인,3,60분,2017.08.19,
충청,천안,플레이포인트랩 천안두정점,13고스트,공포,4,60분,2017.08.19,
충청,천안,플레이포인트랩 천안두정점,스카이넷,SF 퍼즐,5,60분,2017.08.30,
충청,천안,플레이포인트랩 천안두정점,화이트룸-클래식,퍼즐 추리,5,60분,2017.11,
충청,천안,플레이포인트랩 천안두정점,시크릿 가든,감성,4,60분,2017.11.11,
충청,천안,플레이포인트랩 천안프리미엄점,라퓨타,판타지 어드벤처,4,70분,2019.06.14,
충청,천안,플레이포인트랩 천안프리미엄점,하루살이,판타지/감성,5,70분,2019.06.05,
충청,천안,플레이포인트랩 천안프리미엄점,코드명:MK,액션 어드벤처,4,70분,2018.11.13,
충청,천안,플레이포인트랩 천안프리미엄점,트러브메이커,코믹 액션,3,60분,2018.11.13,
충청,천안,플레이포인트랩 천안프리미엄점,패럿가이,미스터리 추리,3,60분,2019.06.05,
충청,천안,플레이포인트랩 천안프리미엄점,터널,재난 어드벤처,3,70분,2018.12.04,
충청,대전,고스트키,내 부인이 사라졌어요,코믹,3,60분,2017.04,
충청,대전,고스트키,학교,,4,60분,2017.04,
충청,대전,고스트키,그 살인자의 집,공포,4,60분,2017.04,
충청,대전,고스트키,드라큘라 백작의 성,공포,3,60분,2017.04,
충청,대전,더큐이스케이프 대전점,로스트 원더랜드,공포,3,60분,2018.06.30,
충청,대전,더큐이스케이프 대전점,스페이스 워페어,공포,3,60분,2018.06.30,
충청,대전,더큐이스케이프 대전점,테러 인 더 스카이,,4,60분,2018.06.30,
충청,대전,더큐이스케이프 대전점,섹시 라푼젤,,3,60분,2016.08.13,
충청,대전,더큐이스케이프 대전점,셜록홈즈의 성배탐색,,5,60분,2016.08.13,
충청,대전,도어이스케이프 NC대전유성점,나는 아직도 배고프G,코믹,3,20분,2022.08.31,
충청,대전,도어이스케이프 NC대전유성점,서커스: THE CLEANING MAN,공포,3,60분,2022.08.31,
충청,대전,도어이스케이프 NC대전유성점,산타의 민족,감성,3.5,60분,2022.09.23,
충청,대전,도어이스케이프 NC대전유성점,도어항공 41C,탈출,3,40분,2022.10.09,
충청,대전,도어이스케이프 NC대전유성점,굿나잇,감성 추리,4,60분,2022.09.23,
충청,대전,도어이스케이프 NC대전유성점,WOULD YOU FIND ME?,코믹,4.5,60분,2022.12.30,
충청,대전,룸즈에이 대전둔산점,뜻밖의 여행,여행,4,60분,2019.05.05,
충청,대전,룸즈에이 대전둔산점,신의 여인들,스토리,4,60분,2019.05.05,
충청,대전,룸즈에이 대전둔산점,시크릿 에이전트,잠입/수사,4,60분,2019.05.05,
충청,대전,룸즈에이 대전둔산점,귀빈(손님대접),설화/괴담,4,60분,2023.03,
충청,대전,룸즈에이 대전둔산점,7 DAYS,미션/실험지원,4,60분,2023.03,
충청,대전,룸즈에이 대전둔산점,THINKABLE,미션/문제해결,3.5,40분,2023.03,
충청,대전,룸즈에이 대전은행점,히어로 아카데미,히어로/아케이드,4,60분,2018.06.02,
충청,대전,룸즈에이 대전은행점,낭랑카페,힐링/판타지,3,60분,2018.05.04,
충청,대전,룸즈에이 대전은행점,기억술사,판타지/감성,4,60분,2018.05.04,
충청,대전,룸즈에이 대전은행점,안개꽃,감성/로맨스,4,60분,2018.05.04,
충청,대전,마스터키 궁동점,블랙룸,미스터리 퍼즐,6,60분,2019.09.18,
충청,대전,마스터키 궁동점,화이트룸,퍼즐 추리,5,60분,2016.12.16,
충청,대전,마스터키 궁동점,재심,추리,3,60분,2019.09.18,
충청,대전,마스터키 궁동점,MSI 미제사건 전담반,추리 코믹 액션,3,60분,2019.09.18,
충청,대전,마스터키 궁동점,MK빌딩을 털어라:45C6,조작 액션,4,60분,2019.09.18,
충청,대전,마스터키 은행점,대탈출 2,액션 어드벤처,4,60분,2019.08,
충청,대전,마스터키 은행점,편지,드라마 감성,3,60분,2019.06.09,
충청,대전,마스터키 은행점,1990,"추리,잠입",4,60분,2019.06,
충청,대전,마스터키 은행점,REC,공포,4,60분,2019.09,
충청,대전,마스터키 은행점,그레이트 월,어드벤처 퍼즐,3,60분,2019.10.24,
충청,대전,방탈출 추리존,스토커,,4,60분,2016.12.01,
충청,대전,방탈출 추리존,할머니는 마법사,,3,60분,2019.01.22,
충청,대전,방탈출 추리존,전기톱 살인사건,,3,60분,2016.12.01,
충청,대전,방탈출 추리존,위험한 레시피,,4,60분,2016.12.01,
충청,대전,방탈출 추리존,미대교수의 비밀,,2,60분,2016.12.01,
충청,대전,브레인게임존,러브 포션 넘버 9,로맨틱 코미디,,69분,2023.03.20,
충청,대전,셜록홈즈 대전신세계백화점,지프리트의 심장,판타지,3,60분,2021.08.25,
충청,대전,셜록홈즈 대전신세계백화점,죽음의 신,,5,60분,2021.08.25,
충청,대전,셜록홈즈 대전신세계백화점,세번째 밤,스릴러,4,60분,2021.08.25,
충청,대전,셜록홈즈 대전신세계백화점,언더월드,판타지,4,60분,2021.08.25,
충청,대전,셜록홈즈 대전신세계백화점,무한의 던전,탈출,2,20분,2021.09.10,
충청,대전,셜록홈즈 대전신세계백화점,피플 인사이드,협동,2,40분,2021.10.01,
충청,대전,셜록홈즈 대전은행점,어느날 알바를 마치고...,감성,3,60분,2024.12.17,
충청,대전,셜록홈즈 대전은행점,리버스 1부-결과,스릴러,3,60분,2024.12.25,
충청,대전,셜록홈즈 대전은행점,리버스 2부-되감기,공포,3,60분,2024.12.25,
충청,대전,이스케이프탑 대전점,해리포터: 미로의 방,판타지/모험/액션,4/10,60분,2020.06,
충청,대전,이스케이프탑 대전점,캐리비안의 해적: 저주받은 해적선,드라마/추리,6/10,60분,2020.06,
충청,대전,이스케이프탑 대전점,여고괴담:과학실 살인사건,공포/스릴러/호러/추리,8/10,70분,2020.06,
충청,대전,이스케이프탑 대전점,킹스맨: 요원의 자격,추리/반전/드라마,9/10,60분,2020.06,
충청,대전,이스케이프탑 대전점,프리즌 브레이크: 1508,스릴러/탈출/드라마/액션,6/10,60분,2020.06,
충청,대전,이스케이프탑 대전점,미션임파서블: 비밀 임무,활동성/추리/액션,5/10,60분,2020.06,
충청,대전,ESC 대전둔산점,수상한 병원,,5,60분,2016.03.18,
충청,대전,ESC 대전둔산점,데드 넘버,,4,60분,2016.03.05,
충청,대전,ESC 대전둔산점,투란의 독방,,5,60분,2016.12.18,
충청,대전,ESC 대전둔산점,스페이드 클럽,,4,60분,2016.12.18,
충청,대전,ESC 대전둔산점,헨젤과 그레텔,,3,60분,2016.03.05,
충청,대전,ESC 대전둔산점,트랩 트레인,,6,60분,2016.03.26,
충청,대전,큐브이스케이프 대전둔산점,장기밀매,호러/19금,5,60분,2016.06.29,
충청,대전,큐브이스케이프 대전둔산점,집착,추리/스릴러,4,60분,2016.06.29,
충청,대전,큐브이스케이프 대전둔산점,신데렐라,동화/어드벤처,4,60분,2016.06.29,
충청,대전,큐브이스케이프 대전둔산점,마션,추리/어드벤처,5,60분,2016.06.29,
충청,대전,큐브이스케이프 대전둔산점,카타콤,추리/스릴러,5,60분,2016.06.29,
충청,대전,큐브이스케이프 대전둔산점,타이타닉,어드벤처,4,60분,2016.06.29,
충청,대전,플레이더월드 대전은행점,당근이세용?,,3,60분,2025.01,
충청,대전,플레이더월드 대전은행점,방탈go,,3+@,30분,2025.01,
충청,청주,다락방방탈출카페 청주점,야수의 성(벨 이야기),동화,3,60분,2019.12.26,
충청,청주,다락방방탈출카페 청주점,환생병원 CODE_R,공포,3,60분,2019.12.26,
충청,청주,다락방방탈출카페 청주점,해리포터와 마법학교,판타지,3,60분,2019.12.26,
충청,청주,다락방방탈출카페 청주점,호텔 기억조각,스릴러,4,60분,2019.12.26,
충청,청주,루팡방탈출카페 본점,눅눅괴물과 지구용사,,3,60분,2019.04,
충청,청주,루팡방탈출카페 본점,프리즌 서커스,,3,60분,2019.04,
충청,청주,루팡방탈출카페 본점,이중간첩 리철준,,4,60분,2019.04,
충청,청주,루팡방탈출카페 본점,기억 조작소,,4,60분,2019.04,
충청,청주,루팡방탈출카페 본점,"화투, 보이지 않는 손",,5,60분,2019.04,
충청,청주,루팡방탈출카페 본점,아기돼지 삼형제,,3,60분,2019.04,
충청,청주,루팡방탈출카페 1호점,루팡,,4,60분,2019.07,
충청,청주,루팡방탈출카페 1호점,방탈출의 신,,4,60분,2019.07,
충청,청주,루팡방탈출카페 1호점,퇴사(도비는 자유예요),,5,60분,2019.07,
충청,청주,루팡방탈출카페 1호점,엘리베이터(귀신놀음),,3,60분,2019.07,
충청,청주,루팡방탈출카페 1호점,슬기로운 깜빵생활,,3,60분,2019.07,
충청,청주,마스터키프라임 청주점,샵보이스,코믹,4,60분,2019.08.10,
충청,청주,마스터키프라임 청주점,자수성가,코믹 퍼즐,3,60분,2019.08.10,
충청,청주,마스터키프라임 청주점,방과후 13교시,공포,3,60분,2019.08.27,
충청,청주,마스터키프라임 청주점,환생시험,판타지 추리,3,60분,2019.08.28,
충청,청주,마스터키프라임 청주점,이상한 나라,판타지/미션,5,60분,2019.11.04,
충청,청주,셜록홈즈 청주점,반 고흐의 방,,3,60분,2019.07,
충청,청주,셜록홈즈 청주점,무속인 살인사건,,4,60분,2019.07,
충청,청주,셜록홈즈 청주점,빛과 그림자:화이트의 죽음 2,드라마,3,60분,2019.07,
충청,청주,셜록홈즈 청주점,도둑들,,4,60분,2019.07,
충청,청주,셜록홈즈 청주점,크라임씬,,3,60분,2019.07,
강원,춘천,더코드 춘천점,세기의 명화를 훔치는 도둑들,,4,60분,2016.10.,
강원,춘천,더코드 춘천점,의문의 동창회,,4,60분,2016.10.,
강원,춘천,더코드 춘천점,다시 시작된 살인사건,,5,60분,2016.10,
강원,춘천,더코드 춘천점,냉동창고: 살인사건 #2,,2,60분,2016.10,
강원,춘천,이스케이프존,산타의 실수,,3,60분,2016.11.17,
강원,춘천,이스케이프존,프리즈너스,탈출/잠입,4,60분,2017.12.23,
강원,춘천,이스케이프존,제이콥,문제방,5,60분,2019.06.05,
강원,춘천,이스케이프존,바라보다,감성,4,60분,2021.04.23,
강원,춘천,이스케이프존,방민정음,넌센스 문제방,3.5,60분,2021.04.25,
강원,춘천,인스테이지 방탈출카페,감자의 꿈,동화,4,75분,2023.05,
강원,원주,셜록홈즈 원주점,레드 앤 화이트,드라마,3,60분,2023.09.25,
강원,원주,셜록홈즈 원주점,홍연,사극,3,60분,2023.09.25,
강원,원주,셜록홈즈 원주점,시간관리국,SF,4,60분,2023.09.25,
강원,원주,셜록홈즈 원주점,경성,사극,4,60분,2023.11.17,
강원,원주,셜록홈즈 원주점,추적,드라마,3,60분,2023.12.30,
강원,원주,플레이이스케이프,러브스토리,,4,60분,2020.03,
강원,원주,플레이이스케이프,귀곡산장,,3,60분,2016.05.25,
강원,원주,플레이이스케이프,검은 그림자,,3,60분,2016.05.25,
강원,원주,플레이이스케이프,폐쇄병동,,4,60분,2016.05.25,
강원,원주,플레이이스케이프,007 다이아몬드,,3,60분,2016.05.25,
강원,원주,플레이이스케이프,금잔화,,4(하드모드 5),60분,2020.07.19,
강원,강릉,강릉방탈출카페,이상한 나라의 초대,,4,60분,2017.12,
강원,강릉,강릉방탈출카페,도둑들,,3,60분,2017.12,
강원,강릉,강릉방탈출카페,암살,,3,60분,2019.10.01,
강원,강릉,강릉방탈출카페,무속인 살인사건,,4,60분,2019.10.01,
강원,정선,야생화마을 추리본부,광부의 딸 아리,모험,2,60분,2022.05,
강원,정선,야생화마을 추리본부,엄마는 우주인,판타지,3,60분,2022.05,
강원,정선,야생화마을 추리본부,베이커가의 유령,범죄,3,60분,2022.05,
경상,대구,룸즈에이 대구동성로점,취중진담,감성/스토리,4,60분,2019.12.22,
경상,대구,룸즈에이 대구동성로점,노블리스트,스토리/스릴러,4,70분,2019.12.12,
경상,대구,룸즈에이 대구동성로점,뽀득뽀득,큐트/목욕,4,60분,2019.12.12,
경상,대구,룸즈에이 대구동성로점,반짝반짝,잠입/탈취,4,60분,2020.02.19,
경상,대구,룸즈에이 대구동성로점,아이돌 남친,로맨스/스릴러,4,60분,2020.02.08,
경상,대구,룸즈에이 대구동성로 2호점,띵가띵가,큐트/코믹,3,60분,2020.10.27,
경상,대구,룸즈에이 대구동성로 2호점,아이덴티티,첩보/코믹,4,70분,2020.10.27,
경상,대구,룸즈에이 대구동성로 2호점,그레이스 호텔,공포/스릴러,4,70분,2020.11.22,
경상,대구,룸즈에이 대구동성로 2호점,커밍순,스토리,4,60분,2021.02.12,
경상,대구,룸즈에이 대구동성로 2호점,여우골,설화/괴담,4,60분,2021.02.12,
경상,대구,룸즈에이 대구동성로 2호점,금 나와라 뚝딱,사극/잠입,4,120분,2023.09.20,
경상,대구,룸즈에이 동성로아카데미점,우당탕탕,큐트/으스스,4,60분,2022.04.06,
경상,대구,룸즈에이 동성로아카데미점,필활,역사/잠입,4,70분,2022.04.06,
경상,대구,룸즈에이 동성로아카데미점,평화로운 에이마트,미션/활동성,4,70분,2022.04.06,
경상,대구,룸즈에이 동성로아카데미점,명부에 점을 찍으라,천만영화/시사회,4,70분,2022.06.14,
경상,대구,룸즈에이 동성로아카데미점,슬기로운 지구생활,미션/특수절도,4,70분,2022.06,
경상,대구,머더파커 대구1호점,PC방 가는길,,상,70분,2019.04.26,
경상,대구,머더파커 대구1호점,괴짜중딩 사차원,미스터리,중상,60분,2019.04.26,
경상,대구,머더파커 대구1호점,백,,중하,60분,2019.04.26,
경상,대구,머더파커 대구1호점,파커 VS 파커,스릴러,중상,70분,2019.04.26,
경상,대구,머더파커 대구1호점,8585세탁소,드라마 슬픔 병맛,하,60분,2019.04.26,
경상,대구,머더파커 대구2호점,타겟,,상,70분,2021.02.08,
경상,대구,머더파커 대구2호점,사건의 재구성,,중하,70분,2021.02.08,
경상,대구,머더파커 대구2호점,전국일이삼,잠입,중하,60분,2021.02.08,
경상,대구,머더파커 대구2호점,도레미용실,감성,하,60분,2021.02.08,
경상,대구,방탈출V 삼덕점,삼덕반점,호러,6/10,60분,2017.08.12,
경상,대구,방탈출V 삼덕점,퍽 댓 쉿,스릴러,3/10,60분,2017.08.12,
경상,대구,방탈출V 삼덕점,장미맨숀,드라마,4/10,60분,2017.08.12,
경상,대구,방탈출V 삼덕점,퍼니 게임,스릴러,5/10,60분,2017.08.12,
경상,대구,방탈출V 삼덕점,드래곤 에그,도둑질,5/10,60분,2017.08,
경상,대구,방탈출V 삼덕점,미드나잇 위스키,비밀거래,7/10,60분,2017.08,
경상,대구,방탈출V 삼덕점,호호랜드,잔혹동화,7/10,60분,2017.09.24,
경상,대구,방탈출V 공평점,하나보살,오컬트,6/10,60분,2020.04.05,
경상,대구,방탈출V 공평점,너의 구멍 나의 구멍,관음증,4/10,60분,2020.04.05,
경상,대구,방탈출V 공평점,몽환의 숲,판타지,5/10,60분,2020.04.05,
경상,대구,방탈출V 공평점,썬 오브 비치,실종,4/10,60분,2020.04.05,
경상,대구,방탈출V 공평점,XXX클럽,심부름,5/10,60분,2020.07.23,
경상,대구,비밀의화원 동성로점,안녕,공포,3,60분,2019.08,
경상,대구,비밀의화원 동성로점,비밀의 선물,감성로맨스,3,60분,2019.08,
경상,대구,비밀의화원 동성로점,대감댁 변씨,조선므훗병맛,5,60분,2019.08,
경상,대구,비밀의화원 동성로점,리비도,19금,4,75분,2019.09,
경상,대구,비밀의화원 동성로점,대×9탈출,코믹,3,75분,2019.09,
경상,대구,비밀의화원 동성로점,영웅을 찾아서,미션,2,60분,2019.10.05,
경상,대구,비밀의화원 동성로점,향수 2019,공포스릴러,4,60분,2019.10.05,
경상,대구,비트포비아 동성로점,쏘우,호러,7,60분,2016.08,
경상,대구,비트포비아 동성로점,웃는 남자,호러,5,60분,2016.07.09,
경상,대구,비트포비아 동성로점,테러 라이브,스릴러,4,60분,2016.07.09,
경상,대구,비트포비아 동성로점,트레이드,스릴러,6,60분,2016.07,
경상,대구,비트포비아 동성로점,용의선상,드라마,5,60분,2018.01.07,
경상,대구,비트포비아 동성로점,모자가게의 비밀,판타지,1,60분,2016.07.09,
경상,대구,비트포비아 동성로점,잭 더 리퍼,호러,3,60분,2016.07.09,
경상,대구,비트포비아 동성로점,심야식당,드라마,2,60분,2016.07.09,
경상,대구,서울이스케이프룸 대구동성로점,카지노,,4,75분,2022.11.08,
경상,대구,서울이스케이프룸 대구동성로점,파킹랏,납치 탈출,3.5,60분,2022.12.09,
경상,대구,서울이스케이프룸 대구동성로점,엘리베이터,잠입,3,60분,2023.08,
경상,대구,서울이스케이프룸 대구동성로점,팩토리,미션,4,60분,2023.03.18,
경상,대구,서울이스케이프룸 대구동성로점,춘단화,스릴러 드라마,3.5,70분,2024.05.01,
경상,대구,서울이스케이프룸 대구동성로점,오모테나시,스릴러,3.5,77분,2024.11.09,
경상,대구,셜록홈즈 대구동성로점,지프리트의 심장,판타지,4,60분,2021.01.23,
경상,대구,셜록홈즈 대구동성로점,황금감옥: 와캄,,3,60분,2021.01.23,
경상,대구,셜록홈즈 대구동성로점,랑슈 뷰티연구소,드라마,3,60분,2021.03,
경상,대구,셜록홈즈 대구동성로점,단잠,감성,3,65분,2021.04.15,
경상,대구,시간의문 대구동성로점,시크릿 왕국의 스캔들 완전판,추리/잔혹동화,4,90분,2024.07.23,
경상,대구,시간의문 대구동성로점,혼숨 : 리마스터,공포,3,80분,2024.08.01,
경상,대구,시간의문 대구동성로점,복도끝: 못다한 이야기,공포,4,80분,2024.08.26,
경상,대구,시간의문 대구동성로점,CHASER: 한마음 폐공장,수사/스릴러,4,80분,2024.09.27,
경상,대구,시간의문 대구동성로점,영안실,공포,4,80분,2024.10.25,
경상,대구,앨리스이스케이프,금두꺼비,드라마,하,60분,2016.11~12,
경상,대구,앨리스이스케이프,레드 주식회사,호러,상,60분,2016.11~12,
경상,대구,앨리스이스케이프,지퍼스 크리퍼스,호러,상,60분,2016.11~12,
경상,대구,앨리스이스케이프,왕따 교실,드라마 & 호러,하,60분,2016.11~12,
경상,대구,앨리스이스케이프,사가와 잇세이,호러,상,60분,2017.01,
경상,대구,앨리스이스케이프,동성로 앨리스,판타지,중,60분,2017.01.10,
경상,대구,앨리스이스케이프,달빛 서커스,판타지,하,60분,2017.02,
경상,대구,앨리스이스케이프,아빠의 서재,드라마/19금,중,60분,2017.02,
경상,대구,앨리스이스케이프,환상 크루즈,판타지,상,70분,2017.03,
경상,대구,오렌지티비 대구점,리버사이드 호텔 살인사건,추리,2,60분,2024.07.16,
경상,대구,오렌지티비 대구점,구해줘 홈즈,드라마,2,60분,2024.07.16,
경상,대구,오렌지티비 대구점,유토피아,SF,2,60분,2024.07.16,
경상,대구,오렌지티비 대구점,광수대,범죄,3,60분,2024.09,
경상,대구,오렌지티비 대구점,심판,스릴러,3,60분,2024.09,
경상,대구,오렌지티비 대구점,1672,탈옥,3,60분,2024.11.09,
경상,대구,오렌지티비 대구점,에그머니나,코믹,2,60분,2024.12.14,
경상,대구,오렌지티비 대구점,무드셀라,미스터리 드라마,2,60분,2025.01.30,
경상,대구,이스케이퍼스 대구점,멍스타그램,감성,3,60분,2022.01.04,
경상,대구,이스케이퍼스 대구점,폰부스,공포,3,60분,2022.01.05,
경상,대구,이스케이퍼스 대구점,웰컴 투 캔디샵,"모험, 판타지",4,60분,2022.01.04,
경상,대구,이스케이퍼스 대구점,돈싱크,재난,5,60분,2022.01.29,
경상,대구,이스케이퍼스 대구점,서커스: 동성극단의 사정,스릴러,4,60분,2022.03.08,
경상,대구,이스케이퍼스 대구점,끝까지 간다,미션,5,75분,2022.03.25,
경상,대구,지구별방탈출 대구점,단디해라,코믹,3,65분,2021.05.21,
경상,대구,지구별방탈출 대구점,만월 (꿈을 훔치는 요괴),"잠입,미스터리",4,75분,2021.05.23,
경상,대구,지구별방탈출 대구점,너의 겨울은 가고 봄은 온다,감성,2,60분,2021.07.12,
경상,대구,지구별방탈출 대구점,우리 아빠,공포,3,70분,2021.09.05,
경상,대구,지구별방탈출 대구점,펭귄 키우기,문제방,5,60분,2021.11.20,
경상,대구,지구별방탈출 대구점,사명:투쟁의 노래,탈옥,4,69분,2022.02.10,
경상,대구,지구별방탈출 대구점,잉카,"어드벤처,모험,챌린지",4,80분,2024.10.11,
경상,대구,코드네임블랙 대구점,어바웃 타임,,2,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,냥이강쥐의 대모험,,2,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,스카이 테러,,5,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,야간자율학습,,3,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,스페이스 쉽: 라비린스,,4,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,로스트 원더랜드,,3,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,그녀의 오피스텔,공포,4,60분,2018.04.14,
경상,대구,코드네임블랙 대구점,드워프: 금지된 마법,,4,60분,2018.04.14,
경상,대구,코드이스케이프 대구점,프리즌 브레이크,,4,60분,2016.06.10,
경상,대구,코드이스케이프 대구점,게이샤의 붉은 편지,,4,60분,2016.06.10,
경상,대구,코드이스케이프 대구점,바이러스,,4,60분,2016.06.10,
경상,대구,코드이스케이프 대구점,키드냅,,5,60분,2016.06.10,
경상,대구,코드이스케이프 대구점,의문의 시선: 추격,,5,60분,2016.06.10,
경상,대구,트랩코리아 대구월성점,고대 이집트,,3.5,60분,2016.05.05,
경상,대구,트랩코리아 대구월성점,중세시대,,3,60분,2016.05.05,
경상,대구,트랩코리아 대구월성점,비밀의 무덤,,4.5,60분,2016.05.05,
경상,대구,트랩코리아 대구월성점,아마겟돈,,5,60분,2016.05.05,
경상,대구,플레이더월드 동성로점,지금 가는 중,코믹/로맨스,4,60분,2024.07.19,
경상,대구,플레이더월드 동성로점,알바천국 솔로지옥,코믹/추리,4,60분,2024.07.19,
경상,대구,플레이더월드 동성로점,엄마 나 만원만,"수색,잠입",4,60분,2024.08.22,
경상,대구,플레이더월드 동성로점,고양만두,"코믹,문제방",3,60분,2024.08.22,
경상,대구,황금열쇠 동성로점,X됐다,코믹,2,60분,2021.01.23,
경상,대구,황금열쇠 동성로점,제일오,미션,5,90분,2021.01.23,
경상,대구,황금열쇠 동성로점,가이아 기적의 땅,판타지,3,60분,2021.01.23,
경상,대구,황금열쇠 동성로점,타임 스틸러,어드벤처,4,75분,2021.08.07,
경상,대구,황금열쇠 동성로점,경산,스릴러,3,65분,2024.08.05,
경상,대구,황금열쇠 동성로2호점,헤븐,"스릴러,드라마",3,60분,2022.07.22,
경상,대구,황금열쇠 동성로2호점,냥탐정 셜록캣,추리,3,60분,2022.08.27,
경상,대구,황금열쇠 동성로2호점,"다시, 너에게",드라마,4,65분,2022.10.04,
경상,대구,황금열쇠 동성로2호점,지옥,미스터리,3,70분,2022.10.29,
경상,대구,황금열쇠 동성로2호점,필그림,모험,3,70분,2022.12.22,
경상,대구,황금열쇠 동성로2호점,BAD ROB BAD,미션 잠입,4,70분,2023.02.14,
경상,대구,황금열쇠 동성로2호점,2ways,아케이드,4,70분,2023.04.25,
경상,대구,황금열쇠 동성로2호점,LAST,미션,2,70분,2023.10.13,
경상,구미,구미랑방탈출카페,무속인 살인사건,,4,60분,2019.03~04,
경상,구미,구미랑방탈출카페,반하셨군요!,,4,60분,2020.06.06,
경상,구미,구미랑방탈출카페,역대급 사생팬,,3,60분,2021.11,
경상,구미,구미랑방탈출카페,더 웨이 홈,,4,60분,2024.09.19,
경상,포항,더패닉방탈출카페,생존의 기로1,,3,60분,2016.11,
경상,포항,더패닉방탈출카페,생존의 기로2,,5,60분,2016.11,
경상,포항,더패닉방탈출카페,센의 진실,,4,60분,2016.11,
경상,포항,더패닉방탈출카페,흉가 탈출,,4.5,60분,2016.11,
경상,포항,더패닉방탈출카페,제물,,4,60분,2016.11,
경상,포항,더패닉방탈출카페,파괴된 도시,,3.5,60분,2016.11,
경상,포항,더패닉방탈출카페,히말라야,,3.5,60분,2016.11,
경상,포항,더패닉방탈출카페,스파이,,3.5,60분,2016.11,
경상,포항,더패닉방탈출카페,피의 멜로디,,4,60분,2016.11,
경상,포항,더와이방탈출카페,타임 트래블링,,4,60분,2016.10.17,
경상,포항,더와이방탈출카페,안티 사이언스,,5,60분,2016.11,
경상,포항,더와이방탈출카페,크리스마스,,3,60분,2016.10.25,
경상,포항,더와이방탈출카페,딥 포레스트,,4,60분,2016.10.28,
경상,포항,더와이방탈출카페,포가튼 킹덤,,4,60분,2016.10.17,
경상,포항,더와이방탈출카페,자백,"스릴러,추리",,60분,2025.01,
경상,포항,룸즈에이 포항점,너와 나의 이야기,감성/스토리,4,60분,2019.12.10,
경상,포항,룸즈에이 포항점,시크릿 에이전트,잠입/수사,4,60분,2019.12.10,
경상,포항,룸즈에이 포항점,낭랑카페,힐링/판타지,3,60분,2019.12.10,
경상,포항,룸즈에이 포항점,안개꽃,감성/로맨스,4,60분,2019.12.10,
경상,경주,더코드 경주점,박물관: 도둑들,,3,60분,2022.04.30,
경상,경주,더코드 경주점,최부장의 비밀,,4,60분,2022.04.30,
경상,경주,더코드 경주점,몽타주: 강력 1반,,5,60분,2022.04.30,
경상,경주,더코드 경주점,도박꾼: 마지막 배팅,,4,60분,2022.04.30,
경상,부산,게임오브마인드 서면,어둠의 마법(다크 매직),판타지,,60분,2016.07.05,
경상,부산,게임오브마인드 서면,생명의 서(다빈치),어드벤처,,60분,2016.07.05,
경상,부산,게임오브마인드 서면,미치광이 의사(카니발),호러,,60분,2016.07.05,
경상,부산,게임오브마인드 서면,위험한 마법사(블랙 매직),판타지,,60분,2018.09,
경상,부산,다이아에그 미스테리인,우시마을,"공포,스릴러",3,60분,2024.09,
경상,부산,다이아에그 미스테리인,그래버,"공포,스릴러",3,65분,2024.10.12,
경상,부산,다이아에그 미스테리인,키키키키키,보물찾기,2,40분,2024.10.28,
경상,부산,다이아에그 미스테리인,무료한 하루,코미디,1,60분,2024.12.25,
경상,부산,다이아에그 미스테리인,개연성,,3,70분,2025.01.04,
경상,부산,다이아에그 미스테리인,타임크루즈,모험,2,30분,2025.01,
경상,부산,다이아에그 부산서면점,레드룸,퍼즐,3,40분,2018.04.01,
경상,부산,다이아에그 부산서면점,닥터 슈나벨,"스릴러,공포",3,70분,2023.08.11,
경상,부산,다이아에그 부산서면점,신입사원,감성,4,60분,2023.12,
경상,부산,다이아에그 부산서면점,회귀,,4,70분,2024.02,
경상,부산,더락이스케이프 경성대점,우리집에 왜 왔니,,4,60분,2019.11,
경상,부산,더락이스케이프 경성대점,오리엔트 특급열차 살인사건,,3,60분,2019.11,
경상,부산,더락이스케이프 경성대점,편의점을 털어라,,5,60분,2018.09.21,
경상,부산,더락이스케이프 경성대점,미스터리 동호회-산장편-,,3,60분,2019.11,
경상,부산,더락이스케이프 경성대점,선과 칠호의 행방불명,,4,60분,2019.02.21,
경상,부산,더락이스케이프 부산대점,루시드 드리밍,,4,60분,2019.05,
경상,부산,더락이스케이프 부산대점,의뢰인,,3,60분,2019.05,
경상,부산,더락이스케이프 부산대점,최후의 만찬,,4,60분,2019.05,
경상,부산,더락이스케이프 부산대점,절대반지의 비밀,,3,60분,2019.05,
경상,부산,더락이스케이프 부산대점,하울의 안 움직이는 성,,4,60분,2019.05,
경상,부산,더락이스케이프 하단점,괴도루팡의 예고장,,3,60분,2022.09.19,
경상,부산,더락이스케이프 하단점,부비트랩,,3,60분,2022.09.19,
경상,부산,더락이스케이프 하단점,미스테리 동호회(정신병원 편),,4,60분,2022.09.19,
경상,부산,더락이스케이프 하단점,마녀의 숨겨진 약,,4,60분,2022.09.19,
경상,부산,더락이스케이프 하단점,벙커,,4,60분,2022.09.19,
